-0.2513846 1.060351 -0.5554925
-0.1087289 1.090532 -0.5638516
-0.1358234 1.031642 -0.6200541
-0.1594006 1.139331 -0.48833
-0.2571566 1.066634 -0.5160582
-0.1386034 1.062243 -0.5070014
-0.1371851 1.077268 -0.4897471
-0.1828774 1.058017 -0.4459944
-0.1437991 1.046312 -0.61953
-0.08838705 0.9770678 -0.4796927
-0.1665219 1.14572 -0.5274277
-0.1070824 1.045066 -0.533271
-0.2075501 1.088533 -0.5187169
-0.166965 1.058888 -0.4391387
-0.198852 1.00545 -0.4705679
-0.1226776 1.106762 -0.4617393
-0.2057959 1.158969 -0.6011242
-0.1299153 1.072688 -0.6345994
-0.131853 1.005355 -0.5142114
-0.1874919 1.072918 -0.5141067
-0.06723473 0.9907776 -0.5536076
-0.237301 1.046363 -0.4647027
-0.1291634 1.097213 -0.5091165
-0.18192 1.084026 -0.6155812
-0.139529 1.110801 -0.5683674
-0.1255088 1.114064 -0.4879283
-0.1155195 1.054242 -0.4671277
-0.1445681 1.094073 -0.5045018
-0.1253407 1.039025 -0.5005969
-0.1132735 1.058565 -0.5265897
-0.1974787 1.109393 -0.5300604
-0.1793789 1.118663 -0.507081
-0.2181187 1.091534 -0.5232646
-0.05056311 0.9938905 -0.5212496
-0.1923211 1.052917 -0.5746802
-0.1995276 1.120289 -0.5746514
-0.1207589 1.053328 -0.5509061
-0.1104791 1.096961 -0.5968764
-0.115539 1.103039 -0.5540056
-0.04774612 1.03393 -0.5243055
-0.2109367 1.026817 -0.6074791
-0.2662174 1.111168 -0.4697473
-0.2389308 1.111242 -0.5686606
-0.1349714 0.9870312 -0.5725548
-0.2323541 1.055283 -0.5118413
-0.2334636 1.056905 -0.595318
-0.08624503 1.041398 -0.5091738
-0.1347396 1.066564 -0.5517999
-0.1146135 1.124341 -0.6052952
-0.1619137 1.089396 -0.5606021
-0.1101513 1.05215 -0.5968013
-0.1990865 1.154151 -0.5200641
-0.09835354 1.03601 -0.5294516
-0.1193852 1.090624 -0.4628926
-0.1737211 1.117625 -0.56275
-0.06221996 1.07838 -0.5224292
-0.1999041 1.044046 -0.5242282
-0.07076935 1.084535 -0.5085931
-0.1116296 1.083108 -0.4358908
-0.172881 1.050945 -0.520963
-0.2215677 1.158609 -0.5995835
-0.150572 1.095915 -0.5450177
-0.2035431 1.030364 -0.5712754
-0.07382113 1.00404 -0.5651868
-0.1544781 1.106473 -0.5597805
-0.1209921 1.082313 -0.4721753
-0.1377388 1.082798 -0.5039722
-0.1990406 1.052974 -0.486268
-0.2033468 1.094469 -0.540256
-0.0957725 1.010842 -0.499065
-0.1520499 1.196698 -0.4997772
-0.07857726 1.029963 -0.4945536
-0.1667407 1.080393 -0.5928727
-0.2065624 1.01293 -0.5886756
-0.1569435 1.024108 -0.4908784
-0.1652367 1.07191 -0.5410904
-0.1843272 1.00797 -0.5074428
-0.1139674 1.020182 -0.5647174
-0.215864 1.085309 -0.5494134
-0.1264802 0.9557353 -0.4804188
-0.147649 0.9681627 -0.5069682
-0.175155 1.008588 -0.6007325
-0.08586592 1.066136 -0.462158
-0.1372997 1.012362 -0.6035555
-0.1015032 1.098904 -0.4435339
-0.1122306 0.990613 -0.4669079
-0.1621763 1.068716 -0.5209867
-0.1869705 1.126093 -0.5934219
-0.2180823 0.9831774 -0.5563078
-0.08882098 1.004265 -0.5553082
-0.1658351 1.052176 -0.4761594
-0.01708403 0.996543 -0.5275205
-0.1011216 1.121302 -0.5477101
-0.1170492 1.044414 -0.5958911
-0.1281693 1.088896 -0.4597781
-0.1368303 1.037527 -0.5641843
-0.1674289 1.012829 -0.4734307
-0.166793 1.083178 -0.5864358
-0.1158165 1.004133 -0.5372435
-0.1558822 1.099749 -0.4629449
-0.1552398 1.061739 -0.5360887
-0.2130455 1.037219 -0.5617464
-0.1297162 1.094513 -0.5320497
-0.2242388 1.1168 -0.535689
-0.1414821 1.079114 -0.5234859
-0.1540243 0.9712349 -0.6593438
-0.1099298 0.98931 -0.6027809
-0.1054886 1.109823 -0.615204
-0.1333186 1.062561 -0.6152639
-0.1902735 1.013534 -0.486185
-0.1113903 1.056416 -0.5004159
-0.1274284 0.9842558 -0.494358
-0.1428467 0.9630962 -0.5277753
-0.151584 1.053374 -0.5798004
-0.1517309 1.054429 -0.5088464
-0.1628947 1.091664 -0.5382784
-0.1824978 1.037797 -0.4704072
-0.1927396 1.068985 -0.5158123
-0.1434321 1.116389 -0.5523122
-0.1292387 1.058172 -0.5051206
-0.02178891 1.04445 -0.5327864
-0.183642 1.005283 -0.5295045
-0.1958687 1.039599 -0.5116182
-0.1979982 1.079166 -0.5417843
-0.12682 1.110054 -0.5060037
-0.1000901 1.044909 -0.6056972
-0.1856636 1.109163 -0.4878739
-0.1671925 1.14975 -0.5109091
-0.1381116 1.079725 -0.567666
-0.1619238 1.024989 -0.5813485
-0.05265413 1.005963 -0.5081572
-0.09379819 1.063266 -0.5337079
-0.1566491 1.049602 -0.5566379
-0.1454331 1.006435 -0.5087136
-0.136858 1.0526 -0.5204591
-0.1394885 1.031595 -0.5516013
-0.1819375 1.029749 -0.5796817
-0.1435347 1.083722 -0.6034651
-0.1837083 1.018043 -0.5774019
-0.1921281 1.043684 -0.5513806
