0.001064994 -3.362945e-05 0.0003019944 0.0008304923 8.851884e-06 0.0007928013
0.0007029347 -0.0001051825 0.0001103808 0.0008349586 3.739139e-05 0.0006532383
0.0005201272 -0.0001504346 -4.552316e-05 0.0008742216 -6.199391e-05 0.0005116123
0.0003981329 -0.0001139188 -7.22242e-05 0.0008382247 -7.679772e-05 0.0004908735
0.0004421465 -0.0001306126 -0.0001334084 0.0008408004 -5.872736e-05 0.0003986669
0.0006766614 -0.0001304341 -0.0001715544 0.0007505274 -8.155435e-05 0.0003771037
0.0004704083 2.306895e-05 -4.513684e-05 0.00079853 -0.0002078074 0.0004479421
0.0004445316 -0.0001007363 -1.343386e-05 0.001034111 -0.0002968288 0.0003757479
0.0004553302 -0.0001448584 -5.111605e-05 0.00099317 -0.0003092718 0.0004806229
0.0004282434 -3.99827e-05 -2.079983e-05 0.001046688 -0.0003929426 0.0006304425
0.0004186472 -1.021929e-05 -0.0001103263 0.0009018343 -0.000320793 0.0005141228
0.0004447686 9.708976e-07 -6.804314e-05 0.0006611793 -0.0002522041 0.000468774
0.0004305074 2.274936e-05 -0.0001320251 0.0006566664 -0.0001884704 0.0004221978
0.0003293618 1.809677e-05 -7.174951e-05 0.000645406 -0.0001493905 0.0003498319
0.0003103618 4.134677e-05 -9.512182e-05 0.0005451966 -0.0001999014 0.0004434563
0.0003969424 0.0001034641 -0.0001214179 0.0005509461 -0.0002056222 0.0003964005
0.0003141427 4.354268e-05 -9.835371e-05 0.000597137 -0.0002211983 0.0004408811
0.0003155682 5.628103e-05 4.030325e-06 0.0006145449 -0.0002170684 0.0005065838
0.0003938894 6.998009e-05 6.111371e-05 0.0005413021 -0.0002528623 0.0005742773
0.0003789251 4.615777e-05 5.209569e-05 0.0005707736 -0.0001432312 0.0004381087
0.0004358738 4.808332e-05 -4.184468e-05 0.0006410808 -0.0002078901 0.0003700669
0.0002677038 -2.317294e-05 5.908831e-06 0.000861457 -0.0002478506 0.0004063963
0.0002938271 4.659583e-05 3.60378e-05 0.001164496 -0.0002582989 0.0003702896
0.0003386321 -3.203464e-05 5.171721e-06 0.0008041114 -0.0001462929 0.0002589144
0.0003212096 -8.763991e-05 -4.171379e-05 0.0006897184 -8.857619e-05 0.0002176261
0.0002516881 -1.627633e-05 -1.757928e-05 0.0008012333 -5.785426e-05 0.0002185591
0.0002609701 -6.169154e-06 -9.573494e-05 0.0009063497 -0.0001185856 0.0002916055
0.0002777679 8.050543e-05 -9.625322e-05 0.0007426603 -9.617451e-05 0.0003162026
0.0002682026 3.143996e-05 -0.0001200659 0.0007766221 -0.0001010898 0.0002707045
0.0003592798 2.675224e-05 -0.0001405665 0.0008356016 -0.0001088154 0.0002842141
0.0004117378 -4.442971e-05 -8.747969e-05 0.0009554465 -0.0001816281 0.0002774151
0.0003987565 -5.688104e-05 -5.167124e-05 0.0007306168 -8.401156e-05 0.0001666939
0.0005153622 -8.682081e-05 -0.0001040542 0.0006181771 -5.289283e-05 0.0002240438
0.0004370912 -0.0001005904 -0.0001083224 0.0007334395 -0.0001344044 0.0002963647
0.000373875 -2.407169e-06 -7.042637e-05 0.0006275763 -0.0001310208 0.0003901395
0.0003178608 -4.920095e-06 -3.465276e-05 0.0006394812 -7.232785e-05 0.0003288537
0.0004547663 -6.435324e-06 -1.441844e-05 0.0007657171 -5.729155e-05 0.0003844309
0.0005974198 5.184389e-05 -7.399051e-05 0.0007485887 -0.0001057769 0.0004188381
0.0004614637 3.764292e-05 -0.0001292594 0.0007971852 -0.0002091057 0.0005270207
0.0004355777 -2.081154e-05 -0.0001731984 0.0007378857 -0.000126866 0.0005863148
0.000419423 -3.352618e-05 -0.0001761157 0.000688674 -0.000103598 0.0005416814
0.0003339396 -4.250816e-05 -0.0001931457 0.0007365225 -0.0001101329 0.0004604307
0.0004023666 1.259797e-05 -0.0001902589 0.0009660918 -0.0001758682 0.0003691403
0.0005211482 -2.941775e-05 -0.0001808113 0.0009484562 -0.00021096 0.0003385592
0.0004782021 -8.396957e-05 -0.0001316653 0.0007895743 -0.0001582495 0.0003764973
0.0005324764 -0.0001066718 -0.0001785414 0.000764279 1.639836e-05 0.0003232934
0.0005354917 -0.0001540023 -0.0001434512 0.0008213611 7.524735e-05 0.0002653274
0.0003710642 -8.316222e-05 -9.262029e-05 0.0007656417 3.280537e-05 0.0002778744
0.0003758425 -4.665418e-05 -8.977237e-05 0.0007934261 8.05709e-06 0.0002922555
0.0003709878 -3.626753e-05 -0.0001711604 0.0008169787 -7.742656e-05 0.0003623119
0.0003595386 4.474074e-05 -0.0001346343 0.0007441047 -7.475609e-05 0.0003657689
0.0003360415 -1.799786e-05 -0.0001159975 0.0007264668 -8.718258e-05 0.0003743986
0.0002669381 -3.568549e-05 -0.0001462394 0.0006569398 -0.000111932 0.0003767524
0.0002884191 -3.783308e-05 -8.873989e-05 0.0006774048 -0.0001419594 0.0003377383
0.0003644751 -2.437348e-05 -5.548443e-05 0.0004766078 -0.0001071407 0.0003753798
0.0002401584 -2.625934e-05 -0.0001067268 0.0005654529 -3.800857e-05 0.0003098186
